review_id,order_id,product_id,rating,review_text,review_time,duygu,guven,yildiz,compound
5115,16189,801,5,"Excellent product, highly recommend!",2020-04-14,positive,0.861,5,0.7773
5116,16191,509,2,Not great quality.,2022-11-25,negative,0.754,1,-0.5096
5117,16191,484,5,"Excellent product, highly recommend!",2021-09-11,positive,0.861,5,0.7773
5118,16192,619,3,Okay overall.,2023-12-12,neutral,0.641,3,0.2263
5119,16194,1173,4,Good value for money!,2020-07-09,positive,0.822,5,0.68
5120,16203,513,4,Good value for money!,2023-12-30,positive,0.822,5,0.68
5121,16204,1154,4,Good value for money!,2025-08-03,positive,0.822,5,0.68
5122,16209,265,4,Good value for money!,2024-08-31,positive,0.822,5,0.68
5123,16214,1190,2,Not great quality.,2025-04-30,negative,0.754,1,-0.5096
5124,16214,747,4,Good value for money!,2024-03-24,positive,0.822,5,0.68
5125,16214,787,5,"Excellent product, highly recommend!",2020-11-14,positive,0.861,5,0.7773
5126,16224,597,5,"Excellent product, highly recommend!",2023-08-20,positive,0.861,5,0.7773
5127,16224,637,4,Good value for money!,2025-04-30,positive,0.822,5,0.68
5128,16224,1144,3,Okay overall.,2024-07-26,neutral,0.641,3,0.2263
5129,16224,1102,4,Good value for money!,2020-10-05,positive,0.822,5,0.68
5130,16233,495,5,"Excellent product, highly recommend!",2024-05-10,positive,0.861,5,0.7773
5131,16234,352,5,"Excellent product, highly recommend!",2021-11-10,positive,0.861,5,0.7773
5132,16234,467,5,"Excellent product, highly recommend!",2023-08-16,positive,0.861,5,0.7773
5133,16237,1022,5,"Excellent product, highly recommend!",2022-07-29,positive,0.861,5,0.7773
5134,16239,377,5,"Excellent product, highly recommend!",2025-03-27,positive,0.861,5,0.7773
5135,16239,942,4,Good value for money!,2025-07-22,positive,0.822,5,0.68
5136,16240,740,5,"Excellent product, highly recommend!",2023-10-10,positive,0.861,5,0.7773
5137,16259,455,4,Good value for money!,2023-08-18,positive,0.822,5,0.68
5138,16259,423,4,Good value for money!,2022-11-15,positive,0.822,5,0.68
5139,16263,578,4,Good value for money!,2021-05-28,positive,0.822,5,0.68
5140,16266,292,3,Okay overall.,2022-09-08,neutral,0.641,3,0.2263
5141,16266,289,3,Okay overall.,2025-01-12,neutral,0.641,3,0.2263
5142,16272,823,3,Okay overall.,2024-11-27,neutral,0.641,3,0.2263
5143,16276,115,4,Good value for money!,2020-04-18,positive,0.822,5,0.68
5144,16276,788,5,"Excellent product, highly recommend!",2025-04-02,positive,0.861,5,0.7773
5145,16296,335,3,Okay overall.,2025-06-13,neutral,0.641,3,0.2263
5146,16300,1181,4,Good value for money!,2025-10-13,positive,0.822,5,0.68
5147,16300,1119,5,"Excellent product, highly recommend!",2023-06-26,positive,0.861,5,0.7773
5148,16300,757,2,Not great quality.,2022-10-11,negative,0.754,1,-0.5096
5149,16314,331,5,"Excellent product, highly recommend!",2024-06-07,positive,0.861,5,0.7773
5150,16314,308,5,"Excellent product, highly recommend!",2020-07-16,positive,0.861,5,0.7773
5151,16319,388,5,"Excellent product, highly recommend!",2025-06-08,positive,0.861,5,0.7773
5152,16322,830,1,"Very disappointed, would not buy again.",2021-06-07,negative,0.76,1,-0.5256
5153,16324,1163,3,Okay overall.,2020-03-07,neutral,0.641,3,0.2263
5154,16329,462,3,Okay overall.,2020-03-14,neutral,0.641,3,0.2263
5155,16329,396,2,Not great quality.,2022-12-18,negative,0.754,1,-0.5096
5156,16330,1170,5,"Excellent product, highly recommend!",2022-01-11,positive,0.861,5,0.7773
5157,16330,1153,5,"Excellent product, highly recommend!",2020-12-02,positive,0.861,5,0.7773
5158,16330,1061,5,"Excellent product, highly recommend!",2023-09-26,positive,0.861,5,0.7773
5159,16336,936,4,Good value for money!,2023-12-03,positive,0.822,5,0.68
5160,16342,684,3,Okay overall.,2021-06-25,neutral,0.641,3,0.2263
5161,16342,516,4,Good value for money!,2023-12-08,positive,0.822,5,0.68
5162,16349,469,4,Good value for money!,2021-08-16,positive,0.822,5,0.68
5163,16349,434,3,Okay overall.,2021-05-31,neutral,0.641,3,0.2263
5164,16354,262,4,Good value for money!,2023-09-27,positive,0.822,5,0.68
5165,16354,319,5,"Excellent product, highly recommend!",2023-11-04,positive,0.861,5,0.7773
5166,16365,1119,5,"Excellent product, highly recommend!",2022-05-06,positive,0.861,5,0.7773
5167,16368,944,5,"Excellent product, highly recommend!",2022-06-23,positive,0.861,5,0.7773
5168,16368,890,1,"Very disappointed, would not buy again.",2024-03-28,negative,0.76,1,-0.5256
5169,16369,1176,5,"Excellent product, highly recommend!",2020-05-11,positive,0.861,5,0.7773
5170,16380,577,5,"Excellent product, highly recommend!",2025-05-20,positive,0.861,5,0.7773
5171,16382,827,5,"Excellent product, highly recommend!",2022-04-05,positive,0.861,5,0.7773
5172,16382,15,5,"Excellent product, highly recommend!",2022-09-16,positive,0.861,5,0.7773
5173,16382,953,3,Okay overall.,2021-05-14,neutral,0.641,3,0.2263
5174,16382,189,3,Okay overall.,2024-09-10,neutral,0.641,3,0.2263
5175,16387,1118,4,Good value for money!,2023-07-30,positive,0.822,5,0.68
5176,16398,1045,4,Good value for money!,2023-01-30,positive,0.822,5,0.68
5177,16401,545,5,"Excellent product, highly recommend!",2025-03-31,positive,0.861,5,0.7773
5178,16401,911,5,"Excellent product, highly recommend!",2020-04-05,positive,0.861,5,0.7773
5179,16401,609,4,Good value for money!,2020-07-12,positive,0.822,5,0.68
5180,16401,412,5,"Excellent product, highly recommend!",2025-10-07,positive,0.861,5,0.7773
5181,16405,322,4,Good value for money!,2023-05-30,positive,0.822,5,0.68
5182,16406,1079,5,"Excellent product, highly recommend!",2024-06-17,positive,0.861,5,0.7773
5183,16406,1029,3,Okay overall.,2023-10-22,neutral,0.641,3,0.2263
5184,16411,933,5,"Excellent product, highly recommend!",2024-12-26,positive,0.861,5,0.7773
5185,16411,929,4,Good value for money!,2023-10-28,positive,0.822,5,0.68
5186,16411,1014,4,Good value for money!,2025-01-10,positive,0.822,5,0.68
5187,16419,486,4,Good value for money!,2021-08-27,positive,0.822,5,0.68
5188,16419,347,3,Okay overall.,2024-03-20,neutral,0.641,3,0.2263
5189,16422,1000,4,Good value for money!,2021-11-27,positive,0.822,5,0.68
5190,16422,189,5,"Excellent product, highly recommend!",2022-11-08,positive,0.861,5,0.7773
5191,16423,299,5,"Excellent product, highly recommend!",2023-02-26,positive,0.861,5,0.7773
5192,16423,945,5,"Excellent product, highly recommend!",2020-03-30,positive,0.861,5,0.7773
5193,16423,1069,3,Okay overall.,2022-02-21,neutral,0.641,3,0.2263
5194,16425,869,3,Okay overall.,2024-12-15,neutral,0.641,3,0.2263
5195,16425,1118,2,Not great quality.,2024-01-02,negative,0.754,1,-0.5096
5196,16431,1121,4,Good value for money!,2020-06-13,positive,0.822,5,0.68
5197,16436,333,3,Okay overall.,2023-06-14,neutral,0.641,3,0.2263
5198,16440,402,4,Good value for money!,2024-02-17,positive,0.822,5,0.68
5199,16443,1138,3,Okay overall.,2020-01-27,neutral,0.641,3,0.2263
5200,16448,361,4,Good value for money!,2024-03-29,positive,0.822,5,0.68
5201,16455,980,5,"Excellent product, highly recommend!",2020-04-14,positive,0.861,5,0.7773
5202,16472,813,5,"Excellent product, highly recommend!",2025-05-21,positive,0.861,5,0.7773
5203,16472,937,4,Good value for money!,2024-03-17,positive,0.822,5,0.68
5204,16478,96,1,"Very disappointed, would not buy again.",2025-02-20,negative,0.76,1,-0.5256
5205,16488,1142,5,"Excellent product, highly recommend!",2024-09-04,positive,0.861,5,0.7773
5206,16488,1186,5,"Excellent product, highly recommend!",2024-12-01,positive,0.861,5,0.7773
5207,16491,944,3,Okay overall.,2024-10-11,neutral,0.641,3,0.2263
5208,16491,974,4,Good value for money!,2023-10-10,positive,0.822,5,0.68
5209,16491,864,3,Okay overall.,2021-05-19,neutral,0.641,3,0.2263
5210,16494,400,4,Good value for money!,2025-04-18,positive,0.822,5,0.68
5211,16494,1023,5,"Excellent product, highly recommend!",2025-05-15,positive,0.861,5,0.7773
5212,16500,1074,5,"Excellent product, highly recommend!",2023-01-29,positive,0.861,5,0.7773
5213,16500,208,5,"Excellent product, highly recommend!",2020-10-24,positive,0.861,5,0.7773
5214,16500,500,5,"Excellent product, highly recommend!",2024-06-23,positive,0.861,5,0.7773
5215,16500,169,3,Okay overall.,2025-05-24,neutral,0.641,3,0.2263
5216,16505,565,4,Good value for money!,2023-03-13,positive,0.822,5,0.68
5217,16513,416,4,Good value for money!,2024-01-13,positive,0.822,5,0.68
5218,16513,958,4,Good value for money!,2022-04-20,positive,0.822,5,0.68
5219,16514,602,5,"Excellent product, highly recommend!",2020-05-26,positive,0.861,5,0.7773
5220,16514,603,3,Okay overall.,2023-01-25,neutral,0.641,3,0.2263
5221,16518,121,3,Okay overall.,2025-07-17,neutral,0.641,3,0.2263
5222,16518,1137,4,Good value for money!,2020-06-10,positive,0.822,5,0.68
5223,16524,767,2,Not great quality.,2023-07-07,negative,0.754,1,-0.5096
5224,16528,806,2,Not great quality.,2024-03-28,negative,0.754,1,-0.5096
5225,16528,693,4,Good value for money!,2020-04-30,positive,0.822,5,0.68
5226,16529,673,5,"Excellent product, highly recommend!",2020-01-24,positive,0.861,5,0.7773
5227,16540,628,5,"Excellent product, highly recommend!",2022-02-09,positive,0.861,5,0.7773
5228,16553,1091,5,"Excellent product, highly recommend!",2020-12-16,positive,0.861,5,0.7773
5229,16553,1018,5,"Excellent product, highly recommend!",2022-08-28,positive,0.861,5,0.7773
5230,16553,1012,5,"Excellent product, highly recommend!",2023-11-12,positive,0.861,5,0.7773
5231,16561,1021,5,"Excellent product, highly recommend!",2024-03-29,positive,0.861,5,0.7773
5232,16561,968,4,Good value for money!,2020-06-07,positive,0.822,5,0.68
5233,16561,860,5,"Excellent product, highly recommend!",2021-08-22,positive,0.861,5,0.7773
5234,16561,944,5,"Excellent product, highly recommend!",2021-11-21,positive,0.861,5,0.7773
5235,16564,359,2,Not great quality.,2025-08-03,negative,0.754,1,-0.5096
5236,16590,751,3,Okay overall.,2023-06-05,neutral,0.641,3,0.2263
5237,16590,461,4,Good value for money!,2021-01-24,positive,0.822,5,0.68
5238,16590,1195,5,"Excellent product, highly recommend!",2024-04-17,positive,0.861,5,0.7773
5239,16590,772,4,Good value for money!,2024-09-14,positive,0.822,5,0.68
5240,16593,381,5,"Excellent product, highly recommend!",2021-07-09,positive,0.861,5,0.7773
5241,16594,967,4,Good value for money!,2024-01-22,positive,0.822,5,0.68
5242,16606,910,4,Good value for money!,2022-12-10,positive,0.822,5,0.68
5243,16614,496,5,"Excellent product, highly recommend!",2024-12-06,positive,0.861,5,0.7773
5244,16619,1023,3,Okay overall.,2022-01-21,neutral,0.641,3,0.2263
5245,16631,213,4,Good value for money!,2025-05-15,positive,0.822,5,0.68
5246,16632,537,4,Good value for money!,2020-07-01,positive,0.822,5,0.68
5247,16636,351,5,"Excellent product, highly recommend!",2020-09-08,positive,0.861,5,0.7773
5248,16667,169,3,Okay overall.,2023-05-11,neutral,0.641,3,0.2263
5249,16674,423,4,Good value for money!,2025-08-09,positive,0.822,5,0.68
5250,16674,695,3,Okay overall.,2025-05-16,neutral,0.641,3,0.2263
5251,16687,502,5,"Excellent product, highly recommend!",2023-07-06,positive,0.861,5,0.7773
5252,16687,383,4,Good value for money!,2021-03-04,positive,0.822,5,0.68
5253,16697,740,4,Good value for money!,2023-04-12,positive,0.822,5,0.68
5254,16698,238,4,Good value for money!,2024-05-18,positive,0.822,5,0.68
5255,16699,92,4,Good value for money!,2022-09-02,positive,0.822,5,0.68
5256,16708,1168,4,Good value for money!,2022-05-05,positive,0.822,5,0.68
5257,16708,344,5,"Excellent product, highly recommend!",2025-01-06,positive,0.861,5,0.7773
5258,16713,360,5,"Excellent product, highly recommend!",2020-09-28,positive,0.861,5,0.7773
5259,16713,992,4,Good value for money!,2020-03-30,positive,0.822,5,0.68
5260,16715,272,4,Good value for money!,2020-07-03,positive,0.822,5,0.68
5261,16716,617,3,Okay overall.,2023-06-12,neutral,0.641,3,0.2263
5262,16717,736,2,Not great quality.,2021-11-22,negative,0.754,1,-0.5096
5263,16733,1060,3,Okay overall.,2021-11-20,neutral,0.641,3,0.2263
5264,16734,1135,5,"Excellent product, highly recommend!",2025-03-04,positive,0.861,5,0.7773
5265,16734,1036,4,Good value for money!,2022-02-03,positive,0.822,5,0.68
5266,16734,1195,5,"Excellent product, highly recommend!",2021-04-06,positive,0.861,5,0.7773
5267,16736,525,4,Good value for money!,2021-07-29,positive,0.822,5,0.68
5268,16741,895,3,Okay overall.,2022-03-21,neutral,0.641,3,0.2263
5269,16742,278,4,Good value for money!,2021-10-19,positive,0.822,5,0.68
5270,16751,740,3,Okay overall.,2020-10-28,neutral,0.641,3,0.2263
5271,16752,893,3,Okay overall.,2025-10-21,neutral,0.641,3,0.2263
5272,16756,783,4,Good value for money!,2025-08-08,positive,0.822,5,0.68
5273,16757,927,5,"Excellent product, highly recommend!",2024-12-11,positive,0.861,5,0.7773
5274,16757,917,3,Okay overall.,2020-08-29,neutral,0.641,3,0.2263
5275,16757,1025,2,Not great quality.,2023-10-01,negative,0.754,1,-0.5096
5276,16757,123,4,Good value for money!,2022-12-05,positive,0.822,5,0.68
5277,16757,982,2,Not great quality.,2025-02-26,negative,0.754,1,-0.5096
5278,16761,848,5,"Excellent product, highly recommend!",2021-07-18,positive,0.861,5,0.7773
5279,16761,762,3,Okay overall.,2025-01-28,neutral,0.641,3,0.2263
5280,16762,263,5,"Excellent product, highly recommend!",2024-02-14,positive,0.861,5,0.7773
5281,16762,974,4,Good value for money!,2023-12-03,positive,0.822,5,0.68
5282,16762,440,5,"Excellent product, highly recommend!",2021-04-05,positive,0.861,5,0.7773
5283,16764,748,4,Good value for money!,2020-12-03,positive,0.822,5,0.68
5284,16764,725,5,"Excellent product, highly recommend!",2024-03-22,positive,0.861,5,0.7773
5285,16767,936,4,Good value for money!,2021-05-23,positive,0.822,5,0.68
5286,16772,863,3,Okay overall.,2022-01-25,neutral,0.641,3,0.2263
5287,16773,946,3,Okay overall.,2024-09-10,neutral,0.641,3,0.2263
5288,16773,942,5,"Excellent product, highly recommend!",2022-08-13,positive,0.861,5,0.7773
5289,16792,540,5,"Excellent product, highly recommend!",2020-01-21,positive,0.861,5,0.7773
5290,16792,514,5,"Excellent product, highly recommend!",2020-05-13,positive,0.861,5,0.7773
5291,16799,790,3,Okay overall.,2023-06-25,neutral,0.641,3,0.2263
5292,16802,250,1,"Very disappointed, would not buy again.",2024-01-21,negative,0.76,1,-0.5256
5293,16803,24,2,Not great quality.,2022-09-08,negative,0.754,1,-0.5096
5294,16806,557,4,Good value for money!,2024-09-20,positive,0.822,5,0.68
5295,16806,1168,5,"Excellent product, highly recommend!",2024-10-05,positive,0.861,5,0.7773
5296,16810,475,4,Good value for money!,2020-01-10,positive,0.822,5,0.68
5297,16813,865,4,Good value for money!,2025-06-23,positive,0.822,5,0.68
5298,16816,865,2,Not great quality.,2020-05-18,negative,0.754,1,-0.5096
5299,16819,385,3,Okay overall.,2025-04-14,neutral,0.641,3,0.2263
5300,16819,84,5,"Excellent product, highly recommend!",2024-01-07,positive,0.861,5,0.7773
5301,16820,453,3,Okay overall.,2020-10-16,neutral,0.641,3,0.2263
5302,16821,703,5,"Excellent product, highly recommend!",2022-08-07,positive,0.861,5,0.7773
5303,16823,1081,4,Good value for money!,2022-07-14,positive,0.822,5,0.68
5304,16824,763,3,Okay overall.,2021-08-11,neutral,0.641,3,0.2263
5305,16824,846,4,Good value for money!,2025-07-06,positive,0.822,5,0.68
5306,16826,262,5,"Excellent product, highly recommend!",2024-11-18,positive,0.861,5,0.7773
5307,16830,350,4,Good value for money!,2022-03-17,positive,0.822,5,0.68
5308,16839,369,4,Good value for money!,2023-06-14,positive,0.822,5,0.68
5309,16839,485,2,Not great quality.,2023-12-06,negative,0.754,1,-0.5096
5310,16855,904,3,Okay overall.,2020-04-08,neutral,0.641,3,0.2263
5311,16855,371,5,"Excellent product, highly recommend!",2022-06-11,positive,0.861,5,0.7773
5312,16855,1123,4,Good value for money!,2024-03-13,positive,0.822,5,0.68
5313,16855,821,5,"Excellent product, highly recommend!",2021-05-21,positive,0.861,5,0.7773
5314,16864,390,5,"Excellent product, highly recommend!",2020-07-30,positive,0.861,5,0.7773
5315,16869,235,5,"Excellent product, highly recommend!",2025-10-26,positive,0.861,5,0.7773
5316,16872,865,3,Okay overall.,2020-08-22,neutral,0.641,3,0.2263
5317,16872,426,5,"Excellent product, highly recommend!",2024-02-08,positive,0.861,5,0.7773
5318,16872,1136,3,Okay overall.,2024-05-19,neutral,0.641,3,0.2263
5319,16872,464,1,"Very disappointed, would not buy again.",2025-02-12,negative,0.76,1,-0.5256
5320,16878,412,5,"Excellent product, highly recommend!",2023-07-06,positive,0.861,5,0.7773
5321,16878,492,4,Good value for money!,2020-05-19,positive,0.822,5,0.68
5322,16878,490,4,Good value for money!,2021-03-12,positive,0.822,5,0.68
5323,16892,863,2,Not great quality.,2022-10-14,negative,0.754,1,-0.5096
5324,16892,376,3,Okay overall.,2022-02-11,neutral,0.641,3,0.2263
5325,16892,945,2,Not great quality.,2022-07-06,negative,0.754,1,-0.5096
5326,16905,848,4,Good value for money!,2024-10-15,positive,0.822,5,0.68
5327,16905,959,4,Good value for money!,2025-08-27,positive,0.822,5,0.68
5328,16908,386,5,"Excellent product, highly recommend!",2021-01-09,positive,0.861,5,0.7773
5329,16908,84,3,Okay overall.,2022-07-21,neutral,0.641,3,0.2263
5330,16908,379,5,"Excellent product, highly recommend!",2022-12-20,positive,0.861,5,0.7773
5331,16908,442,4,Good value for money!,2021-03-07,positive,0.822,5,0.68
5332,16908,501,4,Good value for money!,2022-06-15,positive,0.822,5,0.68
5333,16909,961,4,Good value for money!,2020-11-08,positive,0.822,5,0.68
5334,16910,633,5,"Excellent product, highly recommend!",2020-10-05,positive,0.861,5,0.7773
5335,16914,154,3,Okay overall.,2025-10-30,neutral,0.641,3,0.2263
5336,16914,937,5,"Excellent product, highly recommend!",2024-08-12,positive,0.861,5,0.7773
5337,16914,1080,2,Not great quality.,2023-05-08,negative,0.754,1,-0.5096
5338,16921,699,1,"Very disappointed, would not buy again.",2021-11-19,negative,0.76,1,-0.5256
5339,16922,1047,3,Okay overall.,2024-10-26,neutral,0.641,3,0.2263
5340,16922,1051,4,Good value for money!,2022-03-08,positive,0.822,5,0.68
5341,16923,601,4,Good value for money!,2022-09-15,positive,0.822,5,0.68
5342,16923,572,4,Good value for money!,2020-03-07,positive,0.822,5,0.68
5343,16923,521,3,Okay overall.,2020-03-29,neutral,0.641,3,0.2263
5344,16927,818,5,"Excellent product, highly recommend!",2021-03-22,positive,0.861,5,0.7773
5345,16932,529,5,"Excellent product, highly recommend!",2023-08-25,positive,0.861,5,0.7773
5346,16932,489,4,Good value for money!,2024-09-10,positive,0.822,5,0.68
5347,16936,692,2,Not great quality.,2020-03-15,negative,0.754,1,-0.5096
5348,16936,1188,4,Good value for money!,2025-02-06,positive,0.822,5,0.68
5349,16939,354,5,"Excellent product, highly recommend!",2024-12-31,positive,0.861,5,0.7773
5350,16939,491,4,Good value for money!,2021-01-10,positive,0.822,5,0.68
5351,16949,908,1,"Very disappointed, would not buy again.",2024-01-12,negative,0.76,1,-0.5256
5352,16949,984,5,"Excellent product, highly recommend!",2023-05-16,positive,0.861,5,0.7773
5353,16949,938,4,Good value for money!,2020-01-14,positive,0.822,5,0.68
5354,16959,933,4,Good value for money!,2021-11-13,positive,0.822,5,0.68
5355,16966,918,5,"Excellent product, highly recommend!",2024-12-01,positive,0.861,5,0.7773
5356,16976,1,5,"Excellent product, highly recommend!",2021-10-25,positive,0.861,5,0.7773
5357,16976,1105,4,Good value for money!,2025-04-10,positive,0.822,5,0.68
5358,16977,798,5,"Excellent product, highly recommend!",2024-02-21,positive,0.861,5,0.7773
5359,16981,504,3,Okay overall.,2022-04-11,neutral,0.641,3,0.2263
5360,16982,345,4,Good value for money!,2023-11-04,positive,0.822,5,0.68
5361,16982,402,3,Okay overall.,2020-07-23,neutral,0.641,3,0.2263
5362,16982,413,4,Good value for money!,2024-09-28,positive,0.822,5,0.68
5363,16987,818,4,Good value for money!,2022-01-08,positive,0.822,5,0.68
5364,16987,718,4,Good value for money!,2020-08-14,positive,0.822,5,0.68
5365,16995,104,4,Good value for money!,2020-11-03,positive,0.822,5,0.68
5366,16996,781,5,"Excellent product, highly recommend!",2020-04-03,positive,0.861,5,0.7773
5367,16998,980,4,Good value for money!,2025-09-23,positive,0.822,5,0.68
5368,17000,1065,5,"Excellent product, highly recommend!",2024-02-06,positive,0.861,5,0.7773
5369,17007,757,3,Okay overall.,2025-03-01,neutral,0.641,3,0.2263
5370,17011,277,4,Good value for money!,2025-05-18,positive,0.822,5,0.68
5371,17013,365,4,Good value for money!,2024-04-26,positive,0.822,5,0.68
5372,17013,458,5,"Excellent product, highly recommend!",2022-03-05,positive,0.861,5,0.7773
5373,17013,358,5,"Excellent product, highly recommend!",2025-08-13,positive,0.861,5,0.7773
5374,17013,397,4,Good value for money!,2020-05-22,positive,0.822,5,0.68
5375,17017,403,2,Not great quality.,2025-02-04,negative,0.754,1,-0.5096
5376,17017,159,2,Not great quality.,2020-10-31,negative,0.754,1,-0.5096
5377,17024,161,5,"Excellent product, highly recommend!",2024-04-23,positive,0.861,5,0.7773
5378,17024,157,4,Good value for money!,2024-01-12,positive,0.822,5,0.68
5379,17031,424,5,"Excellent product, highly recommend!",2022-08-03,positive,0.861,5,0.7773
5380,17033,972,3,Okay overall.,2022-09-19,neutral,0.641,3,0.2263
5381,17034,53,5,"Excellent product, highly recommend!",2025-05-14,positive,0.861,5,0.7773
5382,17037,955,5,"Excellent product, highly recommend!",2020-03-29,positive,0.861,5,0.7773
5383,17047,358,1,"Very disappointed, would not buy again.",2021-01-01,negative,0.76,1,-0.5256
5384,17048,35,5,"Excellent product, highly recommend!",2024-07-15,positive,0.861,5,0.7773
5385,17048,69,5,"Excellent product, highly recommend!",2023-10-12,positive,0.861,5,0.7773
5386,17048,166,5,"Excellent product, highly recommend!",2022-12-11,positive,0.861,5,0.7773
5387,17048,305,5,"Excellent product, highly recommend!",2022-10-16,positive,0.861,5,0.7773
5388,17061,606,5,"Excellent product, highly recommend!",2023-04-26,positive,0.861,5,0.7773
5389,17061,544,5,"Excellent product, highly recommend!",2021-08-14,positive,0.861,5,0.7773
5390,17079,1032,2,Not great quality.,2024-07-11,negative,0.754,1,-0.5096
5391,17079,893,5,"Excellent product, highly recommend!",2022-12-06,positive,0.861,5,0.7773
5392,17079,1007,4,Good value for money!,2020-06-09,positive,0.822,5,0.68
5393,17079,365,1,"Very disappointed, would not buy again.",2023-05-29,negative,0.76,1,-0.5256
5394,17079,366,3,Okay overall.,2022-07-30,neutral,0.641,3,0.2263
5395,17091,748,4,Good value for money!,2022-07-26,positive,0.822,5,0.68
5396,17091,464,5,"Excellent product, highly recommend!",2024-04-18,positive,0.861,5,0.7773
5397,17092,1022,5,"Excellent product, highly recommend!",2021-01-23,positive,0.861,5,0.7773
5398,17092,992,2,Not great quality.,2021-01-05,negative,0.754,1,-0.5096
5399,17098,38,5,"Excellent product, highly recommend!",2020-04-22,positive,0.861,5,0.7773
5400,17119,661,1,"Very disappointed, would not buy again.",2024-08-08,negative,0.76,1,-0.5256
5401,17119,185,4,Good value for money!,2020-11-22,positive,0.822,5,0.68
5402,17124,405,2,Not great quality.,2024-04-27,negative,0.754,1,-0.5096
5403,17128,1087,4,Good value for money!,2020-07-08,positive,0.822,5,0.68
5404,17128,872,4,Good value for money!,2024-11-04,positive,0.822,5,0.68
5405,17138,515,5,"Excellent product, highly recommend!",2020-11-22,positive,0.861,5,0.7773
5406,17138,521,5,"Excellent product, highly recommend!",2020-08-05,positive,0.861,5,0.7773
5407,17138,608,5,"Excellent product, highly recommend!",2022-07-20,positive,0.861,5,0.7773
5408,17140,365,5,"Excellent product, highly recommend!",2021-04-22,positive,0.861,5,0.7773
5409,17141,386,5,"Excellent product, highly recommend!",2024-09-10,positive,0.861,5,0.7773
5410,17141,942,3,Okay overall.,2025-03-19,neutral,0.641,3,0.2263
5411,17142,969,3,Okay overall.,2021-12-23,neutral,0.641,3,0.2263
5412,17142,909,5,"Excellent product, highly recommend!",2021-04-24,positive,0.861,5,0.7773
5413,17152,994,4,Good value for money!,2020-05-29,positive,0.822,5,0.68
5414,17152,882,5,"Excellent product, highly recommend!",2025-06-03,positive,0.861,5,0.7773
5415,17152,955,2,Not great quality.,2025-08-07,negative,0.754,1,-0.5096
5416,17152,897,5,"Excellent product, highly recommend!",2025-02-25,positive,0.861,5,0.7773
5417,17163,40,3,Okay overall.,2025-03-18,neutral,0.641,3,0.2263
5418,17172,920,5,"Excellent product, highly recommend!",2022-02-27,positive,0.861,5,0.7773
5419,17175,550,5,"Excellent product, highly recommend!",2024-12-06,positive,0.861,5,0.7773
5420,17175,670,4,Good value for money!,2021-11-24,positive,0.822,5,0.68
5421,17175,372,4,Good value for money!,2023-08-20,positive,0.822,5,0.68
5422,17175,370,2,Not great quality.,2023-06-21,negative,0.754,1,-0.5096
5423,17178,1112,5,"Excellent product, highly recommend!",2022-05-10,positive,0.861,5,0.7773
5424,17178,839,5,"Excellent product, highly recommend!",2025-04-04,positive,0.861,5,0.7773
5425,17179,55,3,Okay overall.,2024-11-25,neutral,0.641,3,0.2263
5426,17184,1041,5,"Excellent product, highly recommend!",2021-04-30,positive,0.861,5,0.7773
5427,17197,204,2,Not great quality.,2025-09-30,negative,0.754,1,-0.5096
5428,17202,262,4,Good value for money!,2020-11-02,positive,0.822,5,0.68
5429,17212,778,4,Good value for money!,2021-06-06,positive,0.822,5,0.68
5430,17212,380,3,Okay overall.,2024-10-24,neutral,0.641,3,0.2263
5431,17214,864,5,"Excellent product, highly recommend!",2020-01-09,positive,0.861,5,0.7773
5432,17215,902,4,Good value for money!,2022-11-26,positive,0.822,5,0.68
5433,17234,623,5,"Excellent product, highly recommend!",2025-09-07,positive,0.861,5,0.7773
5434,17235,704,3,Okay overall.,2025-08-07,neutral,0.641,3,0.2263
5435,17239,936,5,"Excellent product, highly recommend!",2023-09-03,positive,0.861,5,0.7773
5436,17239,455,4,Good value for money!,2020-11-22,positive,0.822,5,0.68
5437,17239,347,4,Good value for money!,2020-09-19,positive,0.822,5,0.68
5438,17253,940,5,"Excellent product, highly recommend!",2024-07-30,positive,0.861,5,0.7773
5439,17258,418,3,Okay overall.,2021-04-03,neutral,0.641,3,0.2263
5440,17258,504,4,Good value for money!,2021-12-02,positive,0.822,5,0.68
5441,17259,513,4,Good value for money!,2023-05-23,positive,0.822,5,0.68
5442,17260,517,1,"Very disappointed, would not buy again.",2025-08-10,negative,0.76,1,-0.5256
5443,17260,975,2,Not great quality.,2022-02-21,negative,0.754,1,-0.5096
5444,17260,1176,2,Not great quality.,2023-04-18,negative,0.754,1,-0.5096
5445,17262,173,5,"Excellent product, highly recommend!",2020-08-26,positive,0.861,5,0.7773
5446,17264,609,4,Good value for money!,2020-11-25,positive,0.822,5,0.68
5447,17265,1119,2,Not great quality.,2023-04-03,negative,0.754,1,-0.5096
5448,17276,827,4,Good value for money!,2022-11-02,positive,0.822,5,0.68
5449,17276,686,5,"Excellent product, highly recommend!",2020-06-04,positive,0.861,5,0.7773
5450,17276,763,3,Okay overall.,2023-06-14,neutral,0.641,3,0.2263
5451,17281,265,2,Not great quality.,2022-10-04,negative,0.754,1,-0.5096
5452,17293,1116,4,Good value for money!,2023-05-25,positive,0.822,5,0.68
5453,17297,535,2,Not great quality.,2025-05-04,negative,0.754,1,-0.5096
5454,17297,995,3,Okay overall.,2023-06-07,neutral,0.641,3,0.2263
